,text,label
7730,funny pic denise sad cuz wanted popsicle ice cream guy left one looked good,0
7731,good quarantine trying survive story burning midnight oil waiting election result,1
7732,slept hour noone woke abuse nevertheless bad,0
7733,genuinely believe mental health could handle another lockdown,1
7734,sobbing hour unbelievable point trying find snark word nope,1
7735,god want salad haha wish could get grocery store road closed jubilee day,0
7736,one american every second due incompetence criminal negligence looser murderer criminal resign looser entire world disposes httpstcosebztijxl,1
7737,live germany cost lot wish could follow anyway,0
7738,global pandemic going,1
7739,politics masochism part,1
7740,would hate goin store right like think get picture,0
7741,sadly dissapointed show jonas good show disney hannah montana wizard waverly place,0
7742,truly shocking report pandemic hammering working class people see grim life get even britain politician sink money take payrises give huge grant contract friend public dime,1
7743,yes party sinking without trace never lead government outofcontrol pandemi,1
7744,thanks great follow cigar smoker,0
7745,immm home resting sooo done day work get thru week pleaseeee,0
7746,happened yesterday couldnt thrilled working bookselling besties throughout lockdown,1
7747,someone called pretentious saying read poetry,0
7748,best vaccine protect hell gop created personal irresponsibility,1
7749,breaking nottingham broxtowe gedling rushcliffe council area set move tier covid restriction httpst,1
7750,listen closely trump keep holding open mask rally telling people kind pandemic rounding turn know many new infection today record death one day,1
7751,hellooo know celebration like emma crawford coffin race fruitcake toss thanks race didnt happen extra sparkle think spirit maybe even fruitcake still fly high httpstcoyvqnrutshmanitou spring make remarkable covid,1
7752,httptwitpiccomf haha nice keep everything nice bed way,0
7753,cool ill look stuff,0
7754,important video stark reminder pandemic continuing ravage coronavirus,1
7755,hahaha thats funny sad missed chat haha fun least,0
7756,last night quarantine tomorrow hour bullshit bartending already tell irritated asshole bitching politics mask shouldnt even category problem,1
7757,watching angel demon free httpfreetheaterscom,0
7758,win nepotism httpstcownehwivip,1
7759,oooh thats cooool maybe ill come visit,0
7760,death report died sudden death httpstcoewwaipqxz,1
7761,national organising secretary abvp felicitated thanked jayamma selfless service jayamma,1
7762,man sad life happening poster boy,0
7763,plan put place address particular problem getting vaccine safely quickly care home keir starmer put boris johnson revealed vaccine must stored httpstconmlyzjxhrpm,1
7764,patent virus vaccine method identify virus,1
7765,noo alarm didnt,0
7766,texas forgetting pandemic onsharing covid aggieland,1
7767,exploring toxicity cancer immunotherapy great talk novel approach cellular therapy ici tox mit sitc,1
7768,isnt common sense know check side effect vaccine released public company produce vaccine,1
7769,well thats prob,0
7770,week multiple health screen asking everyone quarantine surprised closest inner circle trip private island could pretend thing normal brief moment time httpstcoxzjncmvwd,1
7771,portrait pandemic taylor wessing prize winner picture httpstcobaepyjnv,1
7772,reading hour havent gotten tht far slow reader aaaaaa tomarro englishfinl littel dont think ready ikno,0
7773,finished making chocolate foot really hurt,0
7774,neeeem achei chave,0
7775,president needed counted,1
7776,soon chatting public trust real talk covid misinformation vaccine,1
7777,time world lucky killed million shad leader dumbest man alive dont trump,1
7778,wish could sleep,0
7779,bed drinking red bull alone home party cant weekend suck,0
7780,solo ensemble today feel like shit done anything last night text,0
7781,schwab kissinger wuhan virus control rejectedlet freedom ring,1
7782,need relax little,0
7783,approaching loss election way approached covid loss want expand covid test knew reveal people virus want ballot counted fearful result showing lost,1
7784,pain nick well pain,0
7785,kinda slow today,0
7786,let hang week let know,0
7787,ohh god stay safe avoid public place,0
7788,dog covids biggest fan,1
7789,bellevue one ipad per nursing unit final goodbye httpstcolfdserdod,1
7790,sometimes one movie movie highlander cant believe dont,0
7791,beyond disappointed angry,1
7792,realized pushing daisy last episode missed last,0
7793,jas dont cry theres booke called called break broken great book highly reccomended post break,0
7794,quarantine diary may really proved jackson little neat freak know close really,1
7795,yeah surprised mishandling pandemic undoing especially bob woodward tape trump knew deadly never understand trump follower,1
7796,need new cell mine life support,0
7797,mixed probably happened sooner going full circle repeating get number eventually well move close normal possible number rise lockdown,1
7798,god stop karaoke madness pleeeeeeeeeease,0
7799,cheer feedback still trying understand thought welcome live,0
7800,dont need surgery long recovery ahead,0
7801,cant find heart necklace still hungry,0
7802,united state said vaccination start december miami hospital different supply pfizer moderna dream fda europe approving chile also access chinese vaccine contact tracing index case testing isolation key,1
7803,brush teeth twice day wake sleep least baba sake others,0
7804,hear naomi wolf wouldnt called antivaxxers known wanted decide,1
7805,generation covid covid impacted young people accessing mental health service hear young people,1
7806,scrapbooking today cant believe might snow tuesday night,0
7807,luxury life style working home made descent httpstcosonnmfyq,1
7808,artemis medium corona front liner award httpstcofhqcfqoartemis hospital corona frontliners award pandemic,1
7809,poll published ecfr wednesday show main problem citizen frugal country new budget corona,1
7810,wheeshtgrown politician talkingjohnson wee scotch boy spewing order londo,1
7811,study show otherwise france banned use drug covid result proved ineffective potentially harmful patient italy belgium thats false said,1
7812,canadian care issue liberal make priority campaign,1
7813,watch bottom slipping working home pump going end badly company time march yes fed creating bubble promising air next housing every decade end badly trillion pumped system stimulus stimulous,1
7814,yup sma thanks dah following,0
7815,figured play song spotify app phone echo home gone taylor home day work think funny played somebody watching alexa kitchen think hilarious,1
7816,covid also control delhi please take utmost care sir httpstcozgsliprdde,1
7817,corona want get miller,1
7818,sound stressful quite frankly commend effort also really thick prickly facial hair literally irritates much dont shave went month start lockdown without shaving wasnt pretty,1
7819,case first past jingoistic post last past empirical finishing line,1
7820,unfortunately dont sleep much wish could fine,0
7821,couldnt get curtain close certainly didnt prevent sleeping noon,0
7822,gonna godly tweet,0
7823,know know could largest streaming platform profitable especially coming pandemic imagine lot income across board people cautious money work,1
7824,new james howard kunstler coronavirus recession appetizer face longterm contraction economic activity may bring chaos might also help cultivate humility gratitude remains httpstcozvpkurkz,1
7825,country count rally attendee count vote thank god trump rally attendee covid moron moron,1
7826,everythingg good working lot saving money cant wait back school,0
7827,twitter droid aint working right,0
7828,leading world knobizm,1
7829,sorry hate waiting patient either come thing reall want,0
7830,theyve squad quarter squad fulfill fixturesunday nfl denver didnt quarterback due covid fulfill fixture,1
7831,war christmas make pandemic exponentially worse,1
7832,cant easter week,0
7833,identify cheryl kimberley nadine nicola line espec cheryl kimberley,0
7834,vantam need people get vaccine train httpstcoqomoantb,1
7835,dont know one dem caught covid many rep caught insane disregard science,1
7836,job congratulation hope youre tired work hard dream come true goodnight,0
7837,entire generation student conned real education unscrupulous greedy teacher union hellbent,1
7838,still pumped concert saturday come,0
7839,blessed everything hes given,0
7840,yasssss dreamt got purity ring really really want one orange wednesday today gnna see drag hell yeeey,0
7841,already doe anyone seriousely believe coincidence trump china tariff cost million came wuhan virus came rigged election seriousely coincidence take idiot,1
7842,month month sure due covid dho,1
7843,timeline info centre scotland scottishparliament,1
7844,looking forward playing tennis volleyball weekend,0
7845,first biden secondly trumps policy excellent thank god world free obama worst president history europes suffering making price believing obama httpstcokwqhyz,1
7846,thing missing current shining experience snow crazy man wielding stop piece wear mask congregate,1
7847,tucker carlson elite want covid lockdown usher great reset terrify httpstcoarul,1
7848,chey chey pretty kewl dis twitter thang think like keep buzy nosey next couple hour,0
7849,please follow covid appropriate behaviour public place unite fight corona rail parivar jan andolan,1
7850,piece garbage httpstcokyicdejr,1
7851,rich pandemic get,1
7852,ive watchin min realized spanish,0
7853,forced hide pandemic httpstcolzawxwkllh,1
7854,excellent coach education series ran lockdown thanks inviting greg,1
7855,clue heres hoping tho,0
7856,question england wale,1
7857,november personnel cajidiocan conducted beat patrol police presence along sibuyan district hospital brgy poblacion cajidiocan romblon implement strict health protocol covid crime deterrent activity,1
7858,censorship john hopkins analysis false used combat covid panic httpstcorzjpgehee,1
7859,focus stock hit second covid wave expert suggest global index plunge com httpstcoabsjrfkqcksootin claimon,1
7860,covid death rate falling treatment improves expert say httpstcohojpaiy,1
7861,please folk wear mask safe covid hoax httpstconljhfsevk,1
7862,dont know wish could see concert jonas concert mileys concert never come portugal,0
7863,isnt hard trust,0
7864,good news sock coming along nicely bad news going big thought,0
7865,dont come around covid unless part ganggggg httpstcokzugkwxqa,1
7866,school wednesday yay,0
7867,televangelist preacher blamed coronavirus pandemic premarital sex died week covid http,1
7868,family child httpstcogeptcdvh,1
7869,retard demonstrating corona front work,1
7870,every public health expert cautioning folk extensive holiday gathering beyond expert might expect,1
7871,dream gone gave cat stole back disinfected house scrubbed skin catfree,0
7872,slowly turn step step inch inch,1
7873,enjoy big family gathering httpstcoowevuuu,1
7874,well guess three gonna walk superdoggie right btw french peep superman tonite dont miss chris reeve,0
7875,friend left sweden sad thank goodness skype cheering lynx tonite lynx guy rock,0
7876,kid never flu husband family family matter year ago guess none ever flu vaccine,1
7877,part brussels agreement signed vučić licensing pharmacy certification pharmaceutical,1
7878,get vaccine becomes available general public httpstcoluzuwsauh,1
7879,micro doe stupid thing romania,0
7880,nah kenza really read midpandemic room,1
7881,healthy poop start weekend strong lol,0
7882,november httpstcozkpitrvyxsjammu kashmir corona virus update covid,1
7883,checked work email nothing arrived could send tomorrow home,0
7884,trying spending time away reality broke heart,0
7885,wat omg thats awsom,0
7886,see point leader take ownership rather say take responsibility think cared folk many others would voted wouldve landslide instead left state alone fight ppe,1
7887,dont stamp anymore need everything weighed post office put generic sticker postage,0
7888,lucky girl work day tomorrow maybe even monday,0
7889,going ihop rofl havent ihop since daytona,0
7890,thanks happy bear wonderful art share chronictalent happy thanksgiving,1
7891,fuck right earn never one furlough day worked allll way shitdemic kiss,1
7892,trying convince venting know convince call scared fine seen covid death fine scared hope family get killed behavior stay away kentucky please,1
7893,excellent coverage cydy time local news outlet oregon httpstcoxpytamasa http leron lima,1
7894,husband made million innocent people dying covid people losing job starving pathetic idiotas criminal,1
7895,got bad headache boo fml,0
7896,everyone know also shade giving senate extra long thanksgiving vacation leaving covid relief still ignored got new record new infection single day todayhe soul mitch traitor,1
7897,loevly stuff right outside door almost see tent front door ill pop,0
7898,correction looking internship cali,0
7899,conspiracy cult killing adherent,1
7900,ahhh bored face super sun burnt,0
7901,laugh hard lmfao correct,1
7902,good article feedback lifeblood personal development one liberal lefty commie pinko,0
7903,anyone halifax bar time possible covid exposure asked get tested httpstcomdgtfqmd,1
7904,youre still holding covid rally lost disgusting youre knowingly killing people fucking reason cant wait get kicked office,1
7905,dentist appt boo,0
7906,pfizer defends right make profit say bloomberg carefully ignoring money thrown pfizer people,1
7907,came shower clean room haha xoxo,0
7908,watching hill woohoo,0
7909,car jack morning dads iphone problem mull seller came back turbo sim trying get hook,0
7910,covid decimate whatever left team injury,1
7911,senior column fact senior edition lancer,0
7912,love everyones tops yaaay sleeep time nowww night,0
7913,omg would amazing wouldnt able eat anything would stare dougie time,0
7914,health ministry wednesday reported new case pushing nationwide number photo ians file covid,1
7915,looking guidance response click link see guidance policy resource state unemployment insurance agency httpstcoteblcejaq httpstcobjasmqwrzwcovid,1
7916,many feartards continue wear ing mask matter personally know see idiot every day life cannot talk ing mask,1
7917,love youuuuu right backkkkkk,0
7918,cant workout today upset feel like huge good,0
7919,nobody particularly past government share blame vaccine procurement disasterthis blame fall squarely trudeau,1
7920,amici sanitize company specialises treating premise covid viral bacterial fungal infection hill west sussex,1
7921,search ryan cabrera josh kelley theyre really good,0
7922,rehearsal good please come support event festari date june fri time venue civic hall,0
7923,duloc perfect place please stay grass shine shoe wipe face duloc duloc duloc perfect place haha,0
7924,gov wolf veto covid business school medical provider liability protection bill,1
7925,pff night soooo tired,0
7926,home office first duty government keep citizen safe country secure,1
7927,kelley dad hospital numbing left shoulder dad woke vomiting blood ive prayed,0
7928,literally saw girl studying doctor post people died covid everyone dramatic,1
7929,ashlis watchin favorite movie,0
7930,still awake ugh going hate morning whatever anyones awake feel free text,0
7931,concern mental health people enduring arent even real lockdown measure expressed,1
7932,yay brother graduated,0
7933,capitalism win humanity far often,1
7934,wonderful vaccine stuff wont help anyone next year httpstconshltfrwq,1
7935,guy serious genuinely learning since start covid online school,1
7936,open green pig tomorrow exam next week double cant wait stress relieved body,0
7937,british study show antibody covid declined rapidly httpstcobbtlcsjik,1
7938,stupid better safe sorry come covid better minimize exposure much possible,1
7939,newest restriction require people stay home unless responding emergency shopping,1
7940,one drunken hiccupy wake nakie alone tomorrow kinda night unfortunately friend mark passed bed,0
7941,fasttrack development digital transformation vaccine bigdata tech data usa,1
7942,path least resistance,0
7943,cant figure theyre maybe covid related baylor playing sport,1
7944,fuck life mad lol last year friend offering backstage httpbitlybac,0
7945,back hair practiced college oscar ughh head hurt hairdresser pierced skull grip,0
7946,prepare next lockdown,1
7947,someone tell every surface material etc threat perfectly fine quarantine amazon parcel clown planet,1
7948,beach boating today pre uni work train ticket fucking dell,0
7949,wasnt particularly excited bound late hence excitement sensed work local vet,0
7950,worker golden gate field racetrack berkeley albany tested positive covid acre racetrack,1
7951,hehe follower loser,0
7952,yknow whats inevitable get trading tweet studio working,0
7953,theres booze anniversary celebration,0
7954,know right party song sure halfass mention fergie big bag yikes,0
7955,got home fun day friend two major injury jacks hes sporting big bandaids,0
7956,head sweatin eeeeewww,0
7957,thanksgiving season thankful military family sacrifice every day freedom,1
7958,true leader understand god doe need physical church gathering ego leader church disgusting,1
7959,helen kwok multimedia artist designer work intersection art design game play kwok stree,1
7960,guy releasing new video,0
7961,sulphur host hahnville wednesday ticket adult student door open,1
7962,continues ignore covid crisis prison jail next wednesday bringing demand,1
7963,saw twitter maintenance couple ugh whatever,0
7964,washing hand physical distancing party staying home sick time use covid sensehttps tcot,1
7965,going perfect even know dream real anything become reality ipromise,0
7966,think unfair criticism work limited team doe time square pandemic,1
7967,jon kate file divorce shocking still sad,0
7968,nada watching thinking going one boysz,0
7969,mom told sunshine thing behaving like brat terrible mood neurologist doesnt work friday,0
7970,public screening finding hubbyoyin clegg friend easily commanded attention thier sweetness drama escapade dozing audience passing whispering varying comment shot covid yet came well abeg give coin dec,1
7971,get dms sorry seem control pita,0
7972,pandemic english language art teachers goal create stability routine studentsso,1
7973,soon cadlife ill solidworks promise,0
7974,gross lol scratched cornia something got eye taking contact,0
7975,eminem gave flash listening came melissas room others weave drinking bud light,0
7976,thing gonna outside ipod sunbathe listening tune,0
7977,hey thanks giving shoutout thrilled like kefir,0
7978,afternoon naughty pigeon could find stick rock florida sorry,0
7979,imagine httpstcocvxdgpzcmdelaynmdcat mdcat mdcatianslivesmatter,1
7980,lockdown fix economy shove vaccine sun shine,1
7981,people prepping first lockdown paying close enough attention imo fear making sure need panic whole world also panicking httpstcowxwjndefs,1
7982,nice given plenty warning nothing read announced government mentioned library closing lockdown essential service many,1
7983,missing color violence tonight,0
7984,new study give clue covid cause neurological problem benedict carey via nyt new york time httpstcofrcxpvuwxr,1
7985,got grocery week friday theres child support week rent coming dont either finally dropping pandemic hole least managed keep going almost end year httpstcojyblknsx,1
7986,cant sleep much waking early,0
7987,noone getting het,0
7988,loved already invited bbq,0
7989,trudeau think httpstcojrelvfb,1
7990,going bed bun nuit,0
7991,going bed shall talk later good night,0
7992,kickin back gorgeous saturday seth home tonight,0
7993,didnt grandmother die covid day ago,1
7994,line super long moving doubt anything get else would,0
7995,suck people suck sorry hear,0
7996,sound like trying score internet point answer would hospital hold hand relay message family member people dying covid alone could emotionally maybe thing might let sleep night,1
7997,kind like take vaccine loose state job choice one forcing nmpol nmgov nmleg,1
7998,chance opportunity save life said better must keep,1
7999,wonderful message httpstcozpyctqt,1
8000,glad finally acknowledging take action western cape head health doctor keith cloete said covid infection rising steadily since oct seen infection last day,1
8001,gov pritzker used percentage talking hospital admission increase lake mchenry recent month howev,1
8002,people globally second lockdown httpstcospwfhfq,1
8003,back arizona httpstcoeitpavafbu,1
8004,going cinema better braintree upto,0
8005,ayy pleasee bring pinkberry pleeeaaaaseee,0
8006,damn sounded like excellent bout better last one sorry missed due general complacency,0
8007,hug hehe maybe nap lunch,0
8008,shes youtube cheap wig much make screaming jesus proselytizing know sad day abound,0
8009,got duct tape,0
8010,nervous getting wisdom teeth removed tomorrow might need senior year seriously,0
8011,please feel free share fact covid death alberta total otherwise healthy people,1
8012,coronavirus confirmed covid case surpass one million mark httpstcozpwvjaxb httpstcoldncdnxd,1
8013,want right cheesy bacon cheese burger work wtfffffffffff,0
8014,tweet included longest poem world wwwlongestpoemintheworldcomtweet,0
8015,stop driveway mask accept doggie bag wave home zoom tell great food,1
8016,update lawyer saw tunde issa eseroghene ighomuaya rasheed abdullahi adekunle olatunji lawyer see,1
8017,swede either somewhat worried whether healthcare system meet challenge facing,1
8018,security checkpoint could return fort william first nation move stage pandemic plan fwfn tbay,1
8019,tweet queensland would make aussie happy haha,0
8020,heck yeah another win blackhawks tazer,0
8021,day open house anyone interested information regarding trihita alam eco school program invited attend open house event virtual open house sat dec school open house sun dec limited space available social distancing appl,1
8022,showered ready day bad halfway well rubard strawberry crisp oven,0
8023,thanks making sit runway crew fix airplane wanted sit metal tube people pandemic,1
8024,pano yan ako student technically,0
8025,going see coraline riverview woot woot,0
8026,yes working hacktivated iphones,0
8027,think fing ridiculous student transit building sprinkler system set rain,0
8028,thanks however wut may fine one person isnt another end day thats matter,0
8029,lolol right one done dani,0
8030,concerning today update show close thousand new case covid since yesterday shelby county careful httpstcowsaugswz,1
8031,united state daily update wednesday total infection total death source httpstcomlbdkvmfu daily update tweeted everyday est,1
8032,thanks dream crushed didnt pick,0
8033,love alex would love watch lesson lost job due covid afford subscription,1
8034,ill social medium marketing manager content creator click httpstcoxraygwpx httpstcovsqrbskdfacebookmarketing instagrammarketing peing mama got playing socialmediamarketing social medium facebookadsmanager twice,1
8035,definitely need ups fruit rollups,0
8036,brexit still unfolding likely plow headfirst deep dark pit middle pandemic government also recently voted starve child poor family doe little hide racism disdain poor,1
8037,patient told yesterday wife covid went tell happy glad didnt worry going public anymore told careful get reinfected scoffed told impossiblesure,1
8038,personalization shifted ashley lockridge offer idea approach time holiday httpstcogoepqamsecovid personalization signal,1
8039,leaving house lunch min straight airport,0
8040,could agree money heist got first lockdown,1
8041,mad getting highlight done last night vision much manly,0
8042,lost lot around world trumpet laughing stock ridiculed stupid take also believe pandemic hoax,1
8043,think covid scary wait hear government,1
8044,yes isnt business flouting covid restriction identifying international traveler group near universal consensus need stricter control two different issue,1
8045,sharing icy pop hannah yummy,0
8046,look great everything manoush great stuff coming let know one,0
8047,neighbor got covid took day shake virus mutated europe want downgrade virus class worse medicine available working recovery rate guarantee life odds pretty good,1
8048,frankies benny goingg bowling andd full,0
8049,minnesota norway population minnesota covid case course pandemic,1
8050,ouvindo dave matthew band little red bird bonus novo banda,0
8051,yearold nurse chihuahua recorded heartwrenching message day died covid httpstco,1
8052,strategic closure slow spread followed intense testing tracing isolation quarantine let get life back normal httpstcoccsgwhdyticovid,1
8053,cnn thank love covid fear sheep,1
8054,one injured civilian yearsold man full energy wish everyone earth shushi,1
8055,extremely rare consensus research show live virus stop found specimen covid patient around day yet run test higher sure people complication thats true many illness,1
8056,loathing something today dont even know maybe back sleep start day,0
8057,aww feel sorry,0
8058,thanks proofreading article favorite activity tip gave great ill keep mind,0
8059,prime minister providing million extra direct financial support community alberta,1
8060,ayo want read flow lol something,0
8061,nightmoods httpstcofdpnkaonoldschool grownnsexy rnb slowjamz covid flava radio playdj,1
8062,lot cause sale stocked thanks reminder back soon eat ice cream,0
8063,friend use time lockdown record song miss audience live gig,1
8064,indiana covid tracker noon update chart analysis static chart covidcast dashboard demographic,1
8065,saturday fun day isnt kno gonna get better suppose beach never went,0
8066,year favorite memory came without present box bag covid took grey cup spirit came guy great week lifting heart connecting fan joey mosss grand greycup lfootball,1
8067,remarkable story covid vaccine trial participant india fell ill sued serum,1
8068,hes totally checked unceremoniously relieved obligation tend need countrythe rejection election result biggest failure date burn urge lick wound plot revengeon dime brand,1
8069,may god mercy soul,1
8070,lmao cuz team lost upset got tomorrow tho,0
8071,going movieworld tomorrow havent excited,0
8072,viewer within usa watch fulllenght episode,0
8073,concur arent loft,0
8074,come home work mom told made bed walk room tucked akiren body pillow bed,1
8075,yearold female sagalee year old male daporijo passed away october tested positive covid,1
8076,prayed looked protected son virus entire pandemic walk around freely without hesitation worry,1
8077,population get vaccinated summer fall fauci said people start looking forward returning prepandemic normalcy httpstcozwpdmhbra,1
8078,choice queen nebraska law order svu,0
8079,class driving school still open think mpi preventing school closing causing spread covid one holding accountable please look still taking test,1
8080,casino game think give best odds contracting covid,1
8081,omg sooo ready home,0
8082,mets phillies postponed season series,0
8083,training wheel like oxygen supply helicoptermoney floodthesystem covid,1
8084,make sad good people cant taken care hope,0
8085,fridays october game canceled due covid concern please return ticket athletic depar,1
8086,quote day covid became worldwide test covid mankind,1
8087,yawning already ahhhh crap httpplurkcomprmze,0
8088,dont believe number arent testing enough capture meaningful number asymptomatic case early pandemic specifically testing symptomatic people positive test result would change course treatment,1
8089,daily number covid death week ago today week ago today week ago today today,1
8090,meet joe biden covid advisor,1
8091,watching vid youtube someone posted comment didnt really understand wanted share,0
8092,boring without internet,0
8093,vida went well last night good dinner mmm noodle canteen wish noodle canteen around really feel like,0
8094,totally surrendered covid give rat virus country,1
8095,miss hogan playin today love energy httpstcocdiaqnaboc,1
8096,whole pandemic thing would columbia around time year sad httpstcoebakjkmf,1
8097,herd immunity doe exist virus getting virus doe,1
8098,miami covid testing site suffers major damage eta dump heavy rain news httpstcouvpfolfs,1
8099,still hurt sorry really wish last night never happened hate saying thing anger,0
8100,loeffler asymptomatic asymptomatic trump people asymptomatic rest population like think many covid asymptomatic people running around maskless spreading virus concern whatsoever anyone else,1
8101,sure mom went year ago said theres enough time day see everything weve talking going together hopefully horrible pandemic save sanditon sanditon,1
8102,covid hit enriched publicly denied virus big deal,1
8103,good morning tweet,0
8104,boris johnson test trace system work wonder selfisolating vox political httpstco,1
8105,agreed destroy country long personal agenda met pandemic global warming,1
8106,need new tire,0
8107,another excellent spirited defense frequent home testing public health tool covid,1
8108,definitive case rheumatoid arthritis developing yearold woman infection potential trig covid,1
8109,say plurk twitter yey saved hassle httpplurkcompxheo,0
8110,guess people goodness light find hard believe low someone btw son rock,0
8111,wanna back cloudcuckooland,0
8112,experimental drug given trump treat covid win fda clearance,1
8113,flippin eck dangerous man,0
8114,prediction within decade two outside natural antibiotic almost completely replaced computerdesigned antibiotic ending nightmare antibioticresistant infection,1
8115,hanging pie scotty left fun though thanks coming scotty,0
8116,morning tell sun finally june gloom came yesterday laoh yeah lakers hmmminteresting,0
8117,traumatized laurel mentioned ball butt,0
8118,mailbox check biden via big guy httpstconmiocchlc,1
8119,think httpstcovhhgehaxo xotwod spooky halloween lockdown costume,1
8120,tomorrow going suuuuuuuuck anatomy midterm,0
8121,lol congrats gate,0
8122,yes probably sat juggle child shame cant come,0
8123,eating something making bed crashing tired work full day tomorrow,0
8124,cant get satisfaction,0
8125,cdc revising death covid number eliminating nearly half seems many many death incorrectly shown covid wonder happened totally unsurprising last minute election outbreak someones lying pandemic dem panic httpstcotvyozlxnhv,1
8126,theyre gay cute,0
8127,week multiple health screen asking everyone quarantine surprised closest inner circle trip private island could pretend thing normal brief moment time httpstcosockkjgww,1
8128,brighton one minute,0
8129,life group awesome,0
8130,updating twitter time wish,0
8131,okie handle another week lockdown,1
8132,liberal lead support largest mainstreet found survey since late september fiv,1
8133,post covid recovery coming tomorrow everybody clamour want nobody get needwe need,1
8134,theme imaginary friend alien pirate selfportrait last one isnt much problem rest ugh help,0
8135,lets say vaccine widely available march scenario think would better one successful distribution one youre trying country new daily covid case permission people like canada almost like,1
8136,know dont rub suck theres always part thats cold,0
8137,good luck today punter comfortable knowing matter see cant wrong economist gigi foster july,1
8138,take shit anybody,1
8139,lol event management prerequisite,0
8140,new lockdown weight making look fat still think gonna diet,1
8141,naice naice ping anytime light conversation sure itll act stress buster,0
8142,cramping blehh going see best friend mycah,0
8143,predicted phone ringing weirddd throat hurt mom gonna cleaning nazi tomorroww fml,0
8144,single politician lost paycheck covid even got raise guess else lost payche,1
8145,awwww boi throat bothering hope coming anything,0
8146,tracking coronavirus total number case since pandemic began back march total number florida resident death reached another nonflorida resident death,1
8147,advice read neighbor explaining infectious disease best practice neighbor also,1
8148,unfortunately rest fragrence dept yes,0
8149,got home daughter said wrote letter santa wishing could see family christmasso yeah screw covid,1
8150,every member well say proud keep cheering stage performance fantastic wish covid wasnt thing could get concert engenes enhypen,1
8151,officially last day quarantine vacation back work today working pharmacy pandemic stressful say least say couple prayer,1
8152,think safely say bactors late night television moron getting work near future httpstconvprpla,1
8153,completely unrehearsed last minute pandemic holiday special itshilarious tune right comedy check guide,1
8154,happy birthday second mom toni wonderful day great trip family dont worry anything else,0
8155,need scientist quiz covid consensus act agent disinformationby sonia sodha,1
8156,heading airport soon back philly,0
8157,endless loop agreeing itunes term condition iphone able update anything,0
8158,today day many implication wellbeing far reaching work life balance becomes harder maintain visit website top tip working home httpstcowxdkkcwqi httpstcotroikrnqgonational stress awareness working home,1
8159,due respect please blow piehole youve done nothing reign monster let pandemic get control youve done nothing senate help people guilty hundred thousand death anyone,1
8160,listen sick plagueridden officially dont covid voice place irect spotify apple google street posse,1
8161,exactly time tested get result likely even infectious anymore feel symptom isolate wear mask everywhere around people,1
8162,wow thanks leadership value life antimaskers lot people dying better http utah utpol,1
8163,south dakota population city mississauga averaging many daily covid case entire province ontario many people insane horrifically incompetent death cult leader,1
8164,covid spike gonna lit next week happy black friday,1
8165,okay make stupid unresponsible like cronoa mostly protecting risk like people diabetes elderly general actually got flu thats way worse pretty much anything vaccine cause,1
8166,one greenday none friend want,0
8167,hahah thank dearest,0
8168,semi bomb blast tired boutsz sleep,0
8169,let get straight went httpstcoxxtbiqoh data show hospital covid,1
8170,rick joyner two throne front lord one chair,1
8171,telehealth great option patient often working transit consistent internet phone access privacy need full access option seeing provider,1
8172,fired vaccine coming soon bangtan grammy nominated closing strong tches,1
8173,last weekend going back grind,0
8174,plane especially full httpstcoymfsoajmb,1
8175,sick much sore throat,0
8176,raiiiiiiiiiiiin going live saynow min,0
8177,aunt spent large chunk childhood iron lung adamant supporting vaccine predict polio resurgence within next year people stop vaccinating shit like measles whooping cough already returning,1
8178,death single day legislature must meet support mask occupancy order made gov state,1
8179,kno bestfriend cough isnt bullshitting tommorow might idk got stuff need list,0
8180,glad called tour full service tour mean hear didnt sing summertime tour,0
8181,tried hard get ticket bowl friday night cant afford hopefully another time,0
8182,hair skin disaster lately extra going lockdown,1
8183,tough beat guy biggest lockdown hypocrite far,1
8184,gutted ill leave wii behind four month boo hiss throw rotten tomato cabbage,0
8185,los angeles dodger organization five positive coronavirus test day winning world series httpstcoexmoaueq,1
8186,someone really said wear mask body choice,1
8187,lol poor illi wait booed thats aint seen busy,0
8188,modi govt expert panel say emergency authorisation eli lilly covid antibody druginstead consider form través vyrologix,1
8189,enough naughtyness time good eat salad,0
8190,hey got new album fucking amazing one best album collection wish would come spain,0
8191,didnt twit yesterday wait grammatically correct human included lol,0
8192,found today inspiring funny youd usually expect lecture statistic httptrimnps,0
8193,need get back schedule keep missing morning tweet,0
8194,bad show realtime philippine,0
8195,reminded book spirit catch use teach cultural competence humility humanity mean everything,1
8196,another saturday bored work need big kid job,0
8197,death sometimes complicated thing need know different factor come play michae,1
8198,know crazy hope good year coming,0
8199,lockdown special httpstcoctdqdbke,1
8200,didnt even anything fucking avoid fucking ruined night thanks,0
8201,good cost smss per,0
8202,lesson know well said keep going lockdown little know see night,1
8203,ugh shoulda never ate platanos cuz feel like ima throwww,0
8204,isabella stupid boring party,0
8205,job require wear mask httpstcontlxkrdig,1
8206,also show youre avoiding difficult emotion big sign health,0
8207,new favorite song annie doesnt talk lynn patrick itunes also lynn writing musical cant wait,0
8208,hey rian come venue chance meet guy meet greet,0
8209,ask follow please,0
8210,ugh jordan look lonely group pic dont think,0
8211,community benefit fair share covid funding httpstcoksgxydic,1
8212,every penny every one,1
8213,thx patricia dismal record tournament happy make round,0
8214,agree pres trump already said multiple time,1
